ld,Record No,Koala Name,Date,Year,Call Date Time,LAT,LNG,Adult Fate Other,Adult Size,Adult Gender,Adult Situation,Young Present,Adult Fate,Young Fate Other,Koala Found Address,Koala Post Code,LGA,Sick,Injured,Caused By Dog,Orphaned,Under Threat,Dead,Conjunctivitis,Cystitis,Wasted,Vehicle Hit,Road Speed Limit,Fall,Injury Other,Field Comments
4364,A 74042,RYAN,Oct-20,2020,2020-10-25T00:00:00,-26.40091,152.99828,,Adult (More than 4kg),,On ground,FALSE,Hospital,,National Park,4563,Noosa Shire ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
4371,A 73551,PHOENIX,Oct-20,2020,2020-10-26T00:00:00,-26.390057,153.0284646,,Adult (More than 4kg),,In tree,FALSE,Hospital,,Poinciana Avenue,4565,Noosa Shire ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,
4180,A 74095,ROLO,Oct-20,2020,2020-10-01T00:00:00,-27.1619717,153.0069127,,Adult (More than 4kg),,In tree,FALSE,Hospital,,15 Blue Pacific Road,4508,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
4182,A 74096,DOA,Oct-20,2020,2020-10-01T00:00:00,-27.1822929,152.9069045,,Adult (More than 4kg),,In captivity,FALSE,Hospital,,Raynbird Road,4504,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,60,FALSE,,
4187,A 70463,SCRATCH,Oct-20,2020,2020-10-02T00:00:00,-27.2486841,152.9718767,RSPCA,Sub-Adult (2-4kg),,In tree,FALSE,Hospital,,93 Narangba Road,4502,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
4188,A 70226,HARPER,Oct-20,2020,2020-10-03T00:00:00,-27.224065,153.015044,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,Copeland Drive,4509,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
4193,A 70225,DOA,Oct-20,2020,2020-10-03T00:00:00,-27.3895362,152.9351415,RSPCA - euthanased by Albany Creek vet,Adult (More than 4kg),,In captivity,FALSE,Hospital,,56 Bel Air Court,4055,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
4198,A 70227,DOA,Oct-20,2020,2020-10-04T00:00:00,-27.3255994,152.8675387,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,43 Woods Road,4520,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
4199,A 74098,POSSY,Oct-20,2020,2020-10-04T00:00:00,-27.2403283,153.0017201,,Adult (More than 4kg),,In tree,FALSE,Hospital,,2 Kift Court,4503,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
4200,A 70228,STELLA,Oct-20,2020,2020-10-04T00:00:00,-27.3103215,152.9286135,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,8 Heath Court,4500,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
4204,A 71239,PEIRCE,Oct-20,2020,2020-10-04T00:00:00,-27.2977976,152.9791702,RSPCA,Sub-Adult (2-4kg),,On ground,FALSE,Hospital,,50 Durham Crescent,4500,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
4206,A 74099,PIXII,Oct-20,2020,2020-10-04T00:00:00,-27.2177758,153.0718342,,Adult (More than 4kg),,On ground,FALSE,Hospital,,Nathan Road,4021,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
4211,A 70229,EOA,Oct-20,2020,2020-10-05T00:00:00,-27.2381568,152.929248,RSPCA,Adult (More than 4kg),,On ground,TRUE,Hospital,RSPCA,116 Dunlop Lane,4503,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
4212,A 70230,RYDER,Oct-20,2020,2020-10-05T00:00:00,-27.2381568,152.929248,RSPCA,Young (up to 2kg),,Other,FALSE,Hospital,,116 Dunlop Lane,4503,Moreton Bay Regional ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
4214,A 70231,KENT,Oct-20,2020,2020-10-05T00:00:00,-27.2847644,152.9341301,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,11 Jarvis Court,4500,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
4215,A 70232,DAISY GEE,Oct-20,2020,2020-10-05T00:00:00,-27.2725232,152.9509451,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,12 Gladys Court,4500,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,,
4219,A 70468,FRANKENSTEIN,Oct-20,2020,2020-10-05T00:00:00,-27.2875685,152.9820714,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,1 Park Lane,4500,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,"suspect car hit, also had a fall",
4221,A 74001,DOA,Oct-20,2020,2020-10-06T00:00:00,-27.2259602,153.0355579,,Adult (More than 4kg),,On ground,FALSE,Hospital,,Anzac Avenue,4509,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,70,FALSE,,
4226,A 74004,ZARLIA,Oct-20,2020,2020-10-06T00:00:00,-27.1796788,153.0264165,,Adult (More than 4kg),,On ground,TRUE,Hospital,,9 Flinders Parade,4508,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
4232,A 74007,GRETA,Oct-20,2020,2020-10-07T00:00:00,-27.2456253,153.0790613,,Adult (More than 4kg),,Other,FALSE,Hospital,,17 Oasis Court,4019,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
4233,A 71241,PEPPER,Oct-20,2020,2020-10-07T00:00:00,-27.2761863,152.9713709,RSPCA,Sub-Adult (2-4kg),,In captivity,FALSE,Hospital,,10 Akers Road,4501,Moreton Bay Regional ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,mum killed by car,
4235,A 74008,MARGARET,Oct-20,2020,2020-10-07T00:00:00,-27.2262445,153.0807197,,Sub-Adult (2-4kg),,In tree,FALSE,Hospital,,1/33 Cascade Street,4021,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
4240,A 74010,SOPHIE MAISE,Oct-20,2020,2020-10-08T00:00:00,-27.227014,152.9858352,,Adult (More than 4kg),,In tree,FALSE,Hospital,,Alma Road,4503,Moreton Bay Regional ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,,
4241,A 70233,BILL,Oct-20,2020,2020-10-08T00:00:00,-27.2228,153.00748,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,Endevaour Blvd,4509,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,,
4243,A 70470,MAX,Oct-20,2020,2020-10-08T00:00:00,-27.3150999,152.947295,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,1 Lowan Street,4500,Moreton Bay Regional ,,,,,,,,,,,,,,
4252,A 74012,HERCULES,Oct-20,2020,2020-10-10T00:00:00,-27.2248797,153.0788045,,Adult (More than 4kg),,In tree,FALSE,Hospital,,Hercules Road,4021,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
4253,A 70471,FRECKLES,Oct-20,2020,2020-10-10T00:00:00,-27.2166664,153.0589286,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,Anzac Avenue,4022,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
4254,A 71242,KILLIAN,Oct-20,2020,2020-10-10T00:00:00,-27.2184588,153.074622,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,450 Anzac Avenue,4021,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
4255,A 70472,JIMMY,Oct-20,2020,2020-10-10T00:00:00,-27.2910978,152.9580045,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,Elmwood Drive,4500,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
4258,A 70474,BUNNY,Oct-20,2020,2020-10-11T00:00:00,-27.219235,153.0690052,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,110 Nottingham Street,4021,Moreton Bay Regional ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,70,FALSE,,
4261,A 74016,JODIE,Oct-20,2020,2020-10-12T00:00:00,-27.2879138,152.9691409,,Adult (More than 4kg),,In tree,FALSE,Hospital,,0401 491 154 Les Hughes Sports Reserve,4500,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
4262,A 74017,PRINCESS FIONA,Oct-20,2020,2020-10-12T00:00:00,-27.2705085,153.0067327,,Adult (More than 4kg),,In tree,FALSE,Hospital,,35 Castle Drive,4503,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
4268,A 74021,HAMISH,Oct-20,2020,2020-10-13T00:00:00,-27.1902292,153.017852,,Adult (More than 4kg),,On ground,FALSE,Hospital,,Deception Bay Road,4508,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
4269,A 74022,PAULI,Oct-20,2020,2020-10-13T00:00:00,-27.1854047,153.0297728,,Adult (More than 4kg),,In tree,FALSE,Hospital,,1 Bayview Terrace,4508,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
4281,A 70406,PRINCESS FIONA,Oct-20,2020,2020-10-14T00:00:00,-27.2706225,153.0061579,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,32 Castle Hill Drive,4503,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
4282,A 70475,LYCOS,Oct-20,2020,2020-10-14T00:00:00,-27.2439414,152.9517903,RSPCA,Adult (More than 4kg),,In captivity,FALSE,Hospital,,72 Ski Road,4503,Moreton Bay Regional ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,70,FALSE,,
4303,A 70234,DWAYNE,Oct-20,2020,2020-10-17T00:00:00,-27.2239306,153.0695715,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,,4021,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,hit by train,
4305,A 74028,JACOB,Oct-20,2020,2020-10-17T00:00:00,-27.2588233,152.9350726,,Adult (More than 4kg),,In tree,FALSE,Hospital,,42 Vores Road,4503,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,,
4309,A 70407,DOBBY,Oct-20,2020,2020-10-18T00:00:00,-27.2621842,153.0785525,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,Clontarf Avenue,4019,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
4314,A 70235,VICTORIA,Oct-20,2020,2020-10-19T00:00:00,-27.26435,152.980204,RSPCA,Sub-Adult (2-4kg),,On ground,FALSE,Hospital,,Petrie Street,4503,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,70,FALSE,,
4316,A 70410,SYLVAN,Oct-20,2020,2020-10-19T00:00:00,-27.3302847,152.9391871,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,235 Eatons Crossing Road,4037,Moreton Bay Regional ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80,FALSE,,
4317,A 70678,OYSTER,Oct-20,2020,2020-10-19T00:00:00,-27.2735621,152.9837909,EVE,Young (up to 2kg),,Other,FALSE,Other,,Gympie Road,4502,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,tracking project
4319,A 74029,TREENA,Oct-20,2020,2020-10-19T00:00:00,-27.1255653,152.8177816,,Adult (More than 4kg),,On ground,FALSE,Hospital,,12 Hillcrest Street,4521,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
4330,A 70679,PORRIDGE,Oct-20,2020,2020-10-20T00:00:00,-27.2726245,152.9871624,EVE,Young (up to 2kg),,Other,FALSE,Other,,965 Gympie Road,4502,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,tracking project
4331,A 70236,NELSON,Oct-20,2020,2020-10-20T00:00:00,-27.2855992,152.9986647,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,Lawnton Pocket Road,4501,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,FALSE,,
4332,A 70478,STIRLING,Oct-20,2020,2020-10-20T00:00:00,-27.2470275,153.0830459,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,Elizabeth Avenue,4019,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
4335,A 74036,POTTER,Oct-20,2020,2020-10-21T00:00:00,-27.3005,152.9282,,Adult (More than 4kg),,In tree,FALSE,Hospital,,Ira Buckby Road,4500,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
4343,A 74037,LUCY,Oct-20,2020,2020-10-22T00:00:00,-27.2621276,152.9667729,,Adult (More than 4kg),,In tree,TRUE,Hospital,,8 Bayeau Court,4502,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
4344,A 70237,JESSIE,Oct-20,2020,2020-10-22T00:00:00,-27.2869941,152.9945677,RSPCA,Young (up to 2kg),,In captivity,FALSE,Hospital,,177 Bells Pocket Road,4500,Moreton Bay Regional ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
4345,A 70238,TODD,Oct-20,2020,2020-10-22T00:00:00,-27.281321,152.975585,RSPCA,Young (up to 2kg),,On ground,FALSE,Hospital,,Todds Road,4501,Moreton Bay Regional ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
4347,A 70427,DOBBY,Oct-20,2020,2020-10-22T00:00:00,-27.2545991,153.0804583,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,6 Rogers Road,4019,Moreton Bay Regional ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,60,FALSE,,
4354,A 74040,AMY LEE HARTZ,Oct-20,2020,2020-10-23T00:00:00,-27.3037252,152.9968685,,Adult (More than 4kg),,In tree,FALSE,Hospital,,Bob Bell Park,4500,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
4355,A 70239,DOA,Oct-20,2020,2020-10-23T00:00:00,-27.23947,152.94525,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,Scout Road,4503,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,70,FALSE,,
4358,A 70240,CLARA,Oct-20,2020,2020-10-24T00:00:00,-27.2874596,152.9925689,RSPCA,Adult (More than 4kg),,Other,FALSE,Hospital,,3 Beaufort Street,4500,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
4359,A 70241,PAISLEY,Oct-20,2020,2020-10-24T00:00:00,-27.28805,152.99575,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,Rob Akers Reserve,4500,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
4362,A 70483,ROMAN,Oct-20,2020,2020-10-24T00:00:00,-27.3686408,152.9691029,RSPCA,Adult (More than 4kg),,In captivity,FALSE,Hospital,,Jinka Track,4035,Moreton Bay Regional ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,,
4363,A 70413,STIRLING,Oct-20,2020,2020-10-25T00:00:00,-27.2317152,153.0779802,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,30 Raintree Street,4021,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
4365,A 70242,EOA,Oct-20,2020,2020-10-25T00:00:00,-27.28312,152.954508,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,Francis Road,4500,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
4368,A 70680,NYMERIA,Oct-20,2020,2020-10-26T00:00:00,-27.2666609,153.0042321,EVE,Young (up to 2kg),,Other,FALSE,Other,,Dohles Rocks Road,4503,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,tracking project
4369,A 74043,ALECIA,Oct-20,2020,2020-10-26T00:00:00,-27.1786298,152.9260518,,Adult (More than 4kg),,In tree,FALSE,Hospital,,Oakey Flat Road,4504,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
4373,A 73552,KILLIAN,Oct-20,2020,2020-10-27T00:00:00,-27.2192623,153.0766883,,Adult (More than 4kg),,Other,FALSE,Hospital,,Anzac Avenue,4021,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
4375,A 74044,SPRINGER,Oct-20,2020,2020-10-28T00:00:00,-27.2759337,152.9788021,,Adult (More than 4kg),,In tree,FALSE,Hospital,,Leis Parade,4501,Moreton Bay Regional ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,suspect car hit
4381,A 70418,BUNNY,Oct-20,2020,2020-10-29T00:00:00,-27.2396506,153.0760251,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,13 Robson Street,4019,Moreton Bay Regional ,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
4383,A 70419,ZAZU,Oct-20,2020,2020-10-30T00:00:00,-27.2452228,152.98912,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,32 Ann Street,4503,Moreton Bay Regional ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,60,FALSE,,
4385,A 70420,POLLY,Oct-20,2020,2020-10-31T00:00:00,-27.2897271,152.9306822,RSPCA,Adult (More than 4kg),,In tree,TRUE,Hospital,RSPCA,18 Adams Road,4500,Moreton Bay Regional ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,suspect eye injury
4386,A 70421,AARON,Oct-20,2020,2020-10-31T00:00:00,-27.2897271,152.9306822,RSPCA,Young (up to 2kg),,Other,FALSE,Hospital,,18 Adams Road,4500,Moreton Bay Regional ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,eye injury,
4387,A 74048,HYREE,Oct-20,2020,2020-10-31T00:00:00,-27.2688072,152.9731077,,Adult (More than 4kg),,In tree,FALSE,Hospital,,Old Dayboro Road,4502,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
4194,A 70465,MAYA,Oct-20,2020,2020-10-03T00:00:00,-27.8687545,153.0822126,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,22 William Humphreys Drive,4285,Logan City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
4195,A 70970,BORRIS BUSY,Oct-20,2020,2020-10-04T00:00:00,-27.7343053,152.9750208,CWS,Adult (More than 4kg),,In tree,FALSE,Hospital,,12 Bignell Circuit,4124,Logan City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,
4203,A 70466,CHARLOTTE,Oct-20,2020,2020-10-04T00:00:00,-27.8488094,153.071721,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,301 Mona Drive,4280,Logan City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
4205,A 70467,EOA,Oct-20,2020,2020-10-04T00:00:00,-27.8453375,153.0915081,RSPCA,Adult (More than 4kg),,In captivity,FALSE,Hospital,,369 Greensward Road,4270,Logan City ,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
4207,A 73030,BELLA LOVE,Oct-20,2020,2020-10-05T00:00:00,-27.8414788,153.1638691,CWS,Adult (More than 4kg),,In tree,FALSE,Hospital,,489 Plunket Road,4270,Logan City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
4228,A 73035,DOA,Oct-20,2020,2020-10-07T00:00:00,-27.7018582,152.9722629,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,Goodna Road,4124,Logan City ,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE,,
4229,A 73034,ALBERT LEECH,Oct-20,2020,2020-10-07T00:00:00,-27.9050581,153.1349447,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,349 Leech Road,4270,Scenic Rim Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,FALSE,,
4271,A 72302,MATTY,Oct-20,2020,2020-10-13T00:00:00,-27.6756996,153.2329813,MRV - AWH,Adult (More than 4kg),,In tree,FALSE,Hospital,,462 Beenleigh Redland Bay Road,4130,Logan City ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80,FALSE,,
4274,A 70990,KURT,Oct-20,2020,2020-10-14T00:00:00,-27.8134913,153.0295483,CWS,Adult (More than 4kg),,In captivity,FALSE,Hospital,,Mount Lindsay Highway,4280,Logan City ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,,
4293,A 70477,TAMBO,Oct-20,2020,2020-10-16T00:00:00,-27.8763485,153.1625513,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,150 Creamer Road,4270,Scenic Rim Regional  ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,,
4294,A 68153,ROCKET,Oct-20,2020,2020-10-16T00:00:00,-27.8456174,153.0641247,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,208 Mona Drive,4280,Logan City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,,
4311,A 70409,DOA,Oct-20,2020,2020-10-18T00:00:00,-27.6699,153.178,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,Jalan Street,4128,Logan City ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,100,FALSE,,
4346,A 70481,KEVIN,Oct-20,2020,2020-10-22T00:00:00,-27.7461646,153.1830446,,Adult (More than 4kg),,In tree,FALSE,Hospital,,23 Hillview Crescent,4207,Logan City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,
4352,A 73022,SIMMO,Oct-20,2020,2020-10-23T00:00:00,-27.8379116,153.0691086,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,209 Davidson Road,4280,Logan City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,,
4370,A 70877,KAITLIN,Oct-20,2020,2020-10-26T00:00:00,-27.641236,153.1703751,RSPCA,Young (up to 2kg),,On ground,FALSE,Hospital,,24 Davina Street,4128,Logan City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,
4380,A 70417,BRYSON,Oct-20,2020,2020-10-29T00:00:00,-27.7453973,153.0641334,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,Chambers Flat Road,4133,Logan City ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,,
4213,A 68365,JULIAN,Oct-20,2020,2020-10-05T00:00:00,-27.4481058,152.3729341,RSPCA,Adult (More than 4kg),,In captivity,FALSE,Hospital,,1 Nandine Road,4311,Lockyer Valley Regional ,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
4367,A 70415,EOA,Oct-20,2020,2020-10-26T00:00:00,-27.4643208,152.0357288,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,51 Watts Road,4352,Lockyer Valley Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,FALSE,,
